issue_key,software_qualities,impact_severities,severity,type,status,resolution,rule_key,rule_name,file_path,line,end_line,message,effort,clean_code_attribute,clean_code_category,quick_fix_available,tags,author,assignee,creation_date,update_date,rule_description,remediation_guidance,sonar_url
AZ-S4Txq_95_XqQUebOh,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6582,Optional chaining should be preferred,app/api/mux/token/route.ts,285,285,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",5min,CLEAR,INTENTIONAL,,"[""editable-source"",""type-dependent""]",admin@brendanjohnroch.com,,2026-07-24T06:46:42+0000,2026-07-24T06:46:54+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ-S4Txq_95_XqQUebOh&open=AZ-S4Txq_95_XqQUebOh
AZ-S4T2V_95_XqQUebOi,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S7766,"Ternary expressions should be replaced with ""Math.min()"" or ""Math.max()"" for simple comparisons",app/home/player/PlayerState.tsx,269,269,Prefer `Math.max()` to simplify ternary expressions.,5min,CLEAR,INTENTIONAL,,"[""confusing"",""editable-source"",""readability"",""type-dependent""]",admin@brendanjohnroch.com,,2026-07-24T06:46:42+0000,2026-07-24T06:46:54+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ-S4T2V_95_XqQUebOi&open=AZ-S4T2V_95_XqQUebOi
AZ-S4T2V_95_XqQUebOj,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S7766,"Ternary expressions should be replaced with ""Math.min()"" or ""Math.max()"" for simple comparisons",app/home/player/PlayerState.tsx,292,292,Prefer `Math.max()` to simplify ternary expressions.,5min,CLEAR,INTENTIONAL,,"[""confusing"",""editable-source"",""readability"",""type-dependent""]",admin@brendanjohnroch.com,,2026-07-24T06:46:42+0000,2026-07-24T06:46:54+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ-S4T2V_95_XqQUebOj&open=AZ-S4T2V_95_XqQUebOj
AZ-S4T2V_95_XqQUebOk,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S7755,"Complex index access patterns should be replaced with "".at()"" method",app/home/player/PlayerState.tsx,299,299,Prefer `.at(…)` over `[….length - index]`.,5min,CONVENTIONAL,CONSISTENT,,"[""editable-source"",""es2022"",""performance"",""readability"",""type-dependent""]",admin@brendanjohnroch.com,,2026-07-24T06:46:42+0000,2026-07-24T06:46:54+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ-S4T2V_95_XqQUebOk&open=AZ-S4T2V_95_XqQUebOk
AZ-S4URm_95_XqQUebOr,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/internal/render/visualizer/VisualizerLivePreview.tsx,146,146,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-07-24T06:46:42+0000,2026-07-24T06:46:54+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ-S4URm_95_XqQUebOr&open=AZ-S4URm_95_XqQUebOr
AZ-S4URm_95_XqQUebOs,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6582,Optional chaining should be preferred,app/internal/render/visualizer/VisualizerLivePreview.tsx,264,265,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",5min,CLEAR,INTENTIONAL,,"[""editable-source"",""type-dependent""]",admin@brendanjohnroch.com,,2026-07-24T06:46:42+0000,2026-07-24T06:46:54+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ-S4URm_95_XqQUebOs&open=AZ-S4URm_95_XqQUebOs
AZ-S4URm_95_XqQUebOt,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/internal/render/visualizer/VisualizerLivePreview.tsx,625,627,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing"",""editable-source""]",admin@brendanjohnroch.com,,2026-07-24T06:46:42+0000,2026-07-24T06:46:54+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ-S4URm_95_XqQUebOt&open=AZ-S4URm_95_XqQUebOt
AZ-S4URm_95_XqQUebOu,"[""RELIABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S6825,"Focusable elements should not have ""aria-hidden"" attribute",app/internal/render/visualizer/VisualizerLivePreview.tsx,633,645,"aria-hidden=""true"" must not be set on focusable elements.",5min,CONVENTIONAL,CONSISTENT,,"[""accessibility"",""react""]",admin@brendanjohnroch.com,,2026-07-24T06:46:42+0000,2026-07-24T06:46:54+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ-S4URm_95_XqQUebOu&open=AZ-S4URm_95_XqQUebOu
AZ-S4URm_95_XqQUebOv,"[""MAINTAINABILITY"",""RELIABILITY""]","[""LOW"",""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S6772,Spacing between inline elements should be explicit,app/internal/render/visualizer/VisualizerLivePreview.tsx,701,701,Ambiguous spacing before next element select,5min,FORMATTED,CONSISTENT,,"[""react""]",admin@brendanjohnroch.com,,2026-07-24T06:46:42+0000,2026-07-24T06:46:54+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ-S4URm_95_XqQUebOv&open=AZ-S4URm_95_XqQUebOv
AZ-S4URm_95_XqQUebOw,"[""RELIABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S4084,Media elements should have captions,app/internal/render/visualizer/VisualizerLivePreview.tsx,779,779,Media elements such as <audio> and <video> must have a <track> for captions.,5min,CONVENTIONAL,CONSISTENT,,"[""accessibility"",""react""]",admin@brendanjohnroch.com,,2026-07-24T06:46:42+0000,2026-07-24T06:46:54+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ-S4URm_95_XqQUebOw&open=AZ-S4URm_95_XqQUebOw
AZ9Vj8w0b3Yg5WvlvGdI,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6606,Nullish coalescing should be preferred,app/home/player/AudioEngine.tsx,100,110,"Prefer using nullish coalescing operator (`??=`) instead of an assignment expression, as it is simpler to read.",5min,CONVENTIONAL,CONSISTENT,,"[""es2020"",""nullish-coalescing"",""type-dependent""]",admin@brendanjohnroch.com,,2026-07-12T09:00:52+0000,2026-07-12T09:01:05+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ9Vj8w0b3Yg5WvlvGdI&open=AZ9Vj8w0b3Yg5WvlvGdI
AZ879KgXtImBqmy69l_R,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6653,Use Object.hasOwn static method instead of hasOwnProperty,app/home/player/playbackAccessClient.ts,99,99,Use 'Object.hasOwn()' instead of 'Object.prototype.hasOwnProperty.call()'.,5min,CLEAR,INTENTIONAL,,"[""es2022""]",admin@brendanjohnroch.com,,2026-07-07T09:40:30+0000,2026-07-07T09:40:42+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ879KgXtImBqmy69l_R&open=AZ879KgXtImBqmy69l_R
AZ879KgXtImBqmy69l_S,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6653,Use Object.hasOwn static method instead of hasOwnProperty,app/home/player/playbackAccessClient.ts,100,103,Use 'Object.hasOwn()' instead of 'Object.prototype.hasOwnProperty.call()'.,5min,CLEAR,INTENTIONAL,,"[""es2022""]",admin@brendanjohnroch.com,,2026-07-07T09:40:30+0000,2026-07-07T09:40:42+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ879KgXtImBqmy69l_S&open=AZ879KgXtImBqmy69l_S
AZ879KgXtImBqmy69l_T,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/home/player/playbackAccessClient.ts,113,116,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing"",""editable-source""]",admin@brendanjohnroch.com,,2026-07-07T09:40:30+0000,2026-07-07T09:40:42+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ879KgXtImBqmy69l_T&open=AZ879KgXtImBqmy69l_T
AZ879KgXtImBqmy69l_U,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/home/player/playbackAccessClient.ts,121,125,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing"",""editable-source""]",admin@brendanjohnroch.com,,2026-07-07T09:40:30+0000,2026-07-07T09:40:42+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ879KgXtImBqmy69l_U&open=AZ879KgXtImBqmy69l_U
AZ87qq7CyrfTyaIdPF7P,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S4144,Functions should not have identical implementations,app/home/player/VisualizerPattern.tsx,503,503,Update this function so that its implementation is not identical to the one on line 295.,15min,DISTINCT,ADAPTABLE,,"[""confusing"",""duplicate"",""editable-source"",""suspicious""]",admin@brendanjohnroch.com,,2026-07-07T08:20:24+0000,2026-07-07T08:20:24+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ87qq7CyrfTyaIdPF7P&open=AZ87qq7CyrfTyaIdPF7P
AZ8z6SmTlWsfFY_QeSgb,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6582,Optional chaining should be preferred,app/home/player/AudioEngine.tsx,2952,2953,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",5min,CLEAR,INTENTIONAL,,"[""editable-source"",""type-dependent""]",admin@brendanjohnroch.com,,2026-07-05T20:11:12+0000,2026-07-12T09:01:05+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ8z6SmTlWsfFY_QeSgb&open=AZ8z6SmTlWsfFY_QeSgb
AZ8z6SmTlWsfFY_QeSgc,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6582,Optional chaining should be preferred,app/home/player/AudioEngine.tsx,2962,2963,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",5min,CLEAR,INTENTIONAL,,"[""editable-source"",""type-dependent""]",admin@brendanjohnroch.com,,2026-07-05T20:11:12+0000,2026-07-12T09:01:05+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ8z6SmTlWsfFY_QeSgc&open=AZ8z6SmTlWsfFY_QeSgc
AZ8z6SmTlWsfFY_QeSgd,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6582,Optional chaining should be preferred,app/home/player/AudioEngine.tsx,3002,3003,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",5min,CLEAR,INTENTIONAL,,"[""editable-source"",""type-dependent""]",admin@brendanjohnroch.com,,2026-07-05T20:11:12+0000,2026-07-12T09:01:05+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ8z6SmTlWsfFY_QeSgd&open=AZ8z6SmTlWsfFY_QeSgd
AZ8QcV6XHD-BNDfmX8dt,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,lib/stripePurchases.ts,370,372,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing"",""editable-source""]",admin@brendanjohnroch.com,,2026-06-28T22:53:22+0000,2026-06-28T22:53:37+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ8QcV6XHD-BNDfmX8dt&open=AZ8QcV6XHD-BNDfmX8dt
AZ8AyGLjpxzB-RVc6fgK,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/home/player/PlayerState.tsx,905,907,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing"",""editable-source""]",admin@brendanjohnroch.com,,2026-06-25T21:54:47+0000,2026-06-25T21:54:47+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ8AyGLjpxzB-RVc6fgK&open=AZ8AyGLjpxzB-RVc6fgK
AZ8ArKjakJxGi-tUXsoU,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/home/player/FullPlayer.tsx,519,521,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing"",""editable-source""]",admin@brendanjohnroch.com,,2026-06-25T21:24:29+0000,2026-06-25T21:24:29+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ8ArKjakJxGi-tUXsoU&open=AZ8ArKjakJxGi-tUXsoU
AZ8ArKjakJxGi-tUXsoV,"[""MAINTAINABILITY""]","[""HIGH""]",CRITICAL,CODE_SMELL,OPEN,,typescript:S3776,Cognitive Complexity of functions should not be too high,app/home/player/FullPlayer.tsx,1027,1027,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,8min,FOCUSED,ADAPTABLE,,"[""brain-overload"",""editable-source""]",admin@brendanjohnroch.com,,2026-06-25T21:24:29+0000,2026-06-25T21:24:29+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ8ArKjakJxGi-tUXsoV&open=AZ8ArKjakJxGi-tUXsoV
AZ8ArKZ9kJxGi-tUXsoS,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/home/player/PlayerState.tsx,332,334,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing"",""editable-source""]",admin@brendanjohnroch.com,,2026-06-25T21:24:29+0000,2026-06-25T21:24:29+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ8ArKZ9kJxGi-tUXsoS&open=AZ8ArKZ9kJxGi-tUXsoS
AZ772H_4-OC5Ax_hc1n3,"[""MAINTAINABILITY""]","[""HIGH""]",CRITICAL,CODE_SMELL,OPEN,,typescript:S3776,Cognitive Complexity of functions should not be too high,app/home/player/AudioEngine.tsx,1274,1274,Refactor this function to reduce its Cognitive Complexity from 23 to the 15 allowed.,13min,FOCUSED,ADAPTABLE,,"[""brain-overload"",""editable-source""]",admin@brendanjohnroch.com,,2026-06-24T22:54:44+0000,2026-07-12T09:01:05+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ772H_4-OC5Ax_hc1n3&open=AZ772H_4-OC5Ax_hc1n3
AZ772H_4-OC5Ax_hc1n4,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/home/player/AudioEngine.tsx,1290,1292,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing"",""editable-source""]",admin@brendanjohnroch.com,,2026-06-24T22:54:44+0000,2026-06-24T22:54:44+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ772H_4-OC5Ax_hc1n4&open=AZ772H_4-OC5Ax_hc1n4
AZ772H_4-OC5Ax_hc1n7,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S4144,Functions should not have identical implementations,app/home/player/AudioEngine.tsx,1493,1493,Update this function so that its implementation is not identical to the one on line 1383.,15min,DISTINCT,ADAPTABLE,,"[""confusing"",""duplicate"",""editable-source"",""suspicious""]",admin@brendanjohnroch.com,,2026-06-24T22:54:44+0000,2026-07-24T07:32:58+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ772H_4-OC5Ax_hc1n7&open=AZ772H_4-OC5Ax_hc1n7
AZ772H_4-OC5Ax_hc1n8,"[""MAINTAINABILITY""]","[""HIGH""]",CRITICAL,CODE_SMELL,OPEN,,typescript:S3776,Cognitive Complexity of functions should not be too high,app/home/player/AudioEngine.tsx,3055,3055,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,8min,FOCUSED,ADAPTABLE,,"[""brain-overload"",""editable-source""]",admin@brendanjohnroch.com,,2026-06-24T22:54:44+0000,2026-07-05T20:11:12+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ772H_4-OC5Ax_hc1n8&open=AZ772H_4-OC5Ax_hc1n8
AZ7z7fPfIhlMeNWpgmRe,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/home/modules/PortalExegesis.tsx,764,792,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing"",""editable-source""]",admin@brendanjohnroch.com,,2026-06-23T10:01:13+0000,2026-06-23T10:01:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ7z7fPfIhlMeNWpgmRe&open=AZ7z7fPfIhlMeNWpgmRe
AZ7xwKr94L5Jot4fs_LC,"[""MAINTAINABILITY"",""RELIABILITY""]","[""LOW"",""MEDIUM""]",MINOR,CODE_SMELL,OPEN,,typescript:S7773,Number static methods and properties should be preferred over global equivalents,lib/shareTokenPlaybackContext.ts,296,296,Prefer `Number.NaN` over `NaN`.,2min,CONVENTIONAL,CONSISTENT,,"[""convention"",""editable-source"",""es2015""]",admin@brendanjohnroch.com,,2026-06-22T23:52:29+0000,2026-06-22T23:52:29+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ7xwKr94L5Jot4fs_LC&open=AZ7xwKr94L5Jot4fs_LC
AZ7xfJ2pBSP9yiGoyLGT,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/admin/playback/dashboard/ShareLinkActivityTable.tsx,29,31,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-06-22T22:38:01+0000,2026-06-22T22:38:12+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ7xfJ2pBSP9yiGoyLGT&open=AZ7xfJ2pBSP9yiGoyLGT
AZ7xfKFpBSP9yiGoyLGV,"[""MAINTAINABILITY""]","[""HIGH""]",CRITICAL,CODE_SMELL,OPEN,,typescript:S3776,Cognitive Complexity of functions should not be too high,app/home/player/PlayerState.tsx,813,813,Refactor this function to reduce its Cognitive Complexity from 25 to the 15 allowed.,15min,FOCUSED,ADAPTABLE,,"[""brain-overload"",""editable-source""]",admin@brendanjohnroch.com,,2026-06-22T22:38:01+0000,2026-06-25T21:54:47+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ7xfKFpBSP9yiGoyLGV&open=AZ7xfKFpBSP9yiGoyLGV
AZ7xfKFpBSP9yiGoyLGW,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6653,Use Object.hasOwn static method instead of hasOwnProperty,app/home/player/PlayerState.tsx,863,866,Use 'Object.hasOwn()' instead of 'Object.prototype.hasOwnProperty.call()'.,5min,CLEAR,INTENTIONAL,,"[""es2022""]",admin@brendanjohnroch.com,,2026-06-22T22:38:01+0000,2026-06-22T22:38:12+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ7xfKFpBSP9yiGoyLGW&open=AZ7xfKFpBSP9yiGoyLGW
AZ7xfKFpBSP9yiGoyLGX,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6653,Use Object.hasOwn static method instead of hasOwnProperty,app/home/player/PlayerState.tsx,868,871,Use 'Object.hasOwn()' instead of 'Object.prototype.hasOwnProperty.call()'.,5min,CLEAR,INTENTIONAL,,"[""es2022""]",admin@brendanjohnroch.com,,2026-06-22T22:38:01+0000,2026-06-22T22:38:12+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ7xfKFpBSP9yiGoyLGX&open=AZ7xfKFpBSP9yiGoyLGX
